template,nonholdout_n,nonholdout_sessions,top_action,top_count,purity,holdout_n,nonholdout_action_counts,example_prompt,holdout_non_au_matches,changed_rows,fixed,broken,wrong_to_wrong,macro_f1,delta_vs_base,passes_judge_gate,passes_safe_gate
두 군데 다 os.environ[<<IDENT>>] 이렇게 쓰는 거지? 기본값 8080으로 떨어지게 양쪽 다 손봐줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",두 군데 다 os.environ['Runner'] 이렇게 쓰는 거지? 기본값 8080으로 떨어지게 양쪽 다 손봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
로컬만이라 그냥 의존성 고쳐도 됨. models랑 admin 둘 다 손봐야 하면 한꺼번에 처리해줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",로컬만이라 그냥 의존성 고쳐도 됨. models랑 admin 둘 다 손봐야 하면 한꺼번에 처리해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
리프레시 토큰으로 갱신하면 자꾸 <NUM> 떨어지는데 어디서 막히는지부터 좀 보자,3,3,grep_search,3,1.0,0,"{""grep_search"": 3}",리프레시 토큰으로 갱신하면 자꾸 401 떨어지는데 어디서 막히는지부터 좀 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
"맞네, 옛날 기대값임. 비활성 유저는 <NUM> 기대하도록 그 케이스들 고쳐줘",3,3,edit_file,3,1.0,0,"{""edit_file"": 3}","맞네, 옛날 기대값임. 비활성 유저는 404 기대하도록 그 케이스들 고쳐줘",0,0,0,0,0,0.7387722812652203,0.0,False,False
메인 루프에서 적 터질 때 이 파티클 터지게 연결해줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",메인 루프에서 적 터질 때 이 파티클 터지게 연결해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
보스전 관련 설명 한 단락 추가해줘 컨트롤이랑 클리어 조건 적어서,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",보스전 관련 설명 한 단락 추가해줘 컨트롤이랑 클리어 조건 적어서,0,0,0,0,0,0.7387722812652203,0.0,False,False
스크립트 안에 rollout timeout 값도 같이 키워줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",스크립트 안에 rollout timeout 값도 같이 키워줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
실제로 cargo run 으로 돌려서 동작 확인,3,3,run_bash,3,1.0,0,"{""run_bash"": 3}",실제로 cargo run 으로 돌려서 동작 확인,0,0,0,0,0,0.7387722812652203,0.0,False,False
아 conn 널 체크가 빠졌네. 그 부분 마저 가드 넣어줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",아 conn 널 체크가 빠졌네. 그 부분 마저 가드 넣어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
아 venv 경로를 builder에서 안 만들었네. 그 <IDENT> 단계 빌더 경로랑 맞게 고쳐,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",아 venv 경로를 builder에서 안 만들었네. 그 COPY 단계 빌더 경로랑 맞게 고쳐,0,0,0,0,0,0.7387722812652203,0.0,False,False
아 따옴표 빠진 데 있구나. 그 변수 인용부호로 감싸서 고쳐,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",아 따옴표 빠진 데 있구나. 그 변수 인용부호로 감싸서 고쳐,0,0,0,0,0,0.7387722812652203,0.0,False,False
아 줄 끝 \n까지 같이 먹어버려서 다음 토큰이 밀렸네. 개행은 남기게 다시 패치해줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",아 줄 끝 \n까지 같이 먹어버려서 다음 토큰이 밀렸네. 개행은 남기게 다시 패치해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
어 <IDENT> 있긴 한데 onPress에 안 물려있을수도. 근데 <<IDENT>>가 정확히 크래시야 아니면 중복 호출이야? 어느 쪽 잡을지 알려줘,3,3,plan_task,3,1.0,0,"{""plan_task"": 3}",어 getInstance 있긴 한데 onPress에 안 물려있을수도. 근데 '죽는다'가 정확히 크래시야 아니면 중복 호출이야? 어느 쪽 잡을지 알려줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
어 타입은 깨끗하네. <<IDENT>> 내용 다시 한번 확인하자,3,3,grep_search,3,1.0,0,"{""grep_search"": 3}",어 타입은 깨끗하네. pom.xml 내용 다시 한번 확인하자,0,0,0,0,0,0.7387722812652203,0.0,False,False
없네 ㅎㅎ store에 theme 필드랑 toggle 액션 추가해,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",없네 ㅎㅎ store에 theme 필드랑 toggle 액션 추가해,0,0,0,0,0,0.7387722812652203,0.0,False,False
에러 났네 ㅠ import 경로 문제인 듯한데 헤더에서 고쳐줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",에러 났네 ㅠ import 경로 문제인 듯한데 헤더에서 고쳐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
여기에 batch_size랑 lr 큰 모델용으로 추가하고 fp16 켜,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",여기에 batch_size랑 lr 큰 모델용으로 추가하고 fp16 켜,0,0,0,0,0,0.7387722812652203,0.0,False,False
오 paths 잡혀있네 다행이다. 그럼 컴포넌트 임포트도 alias로 통일하게 바꿔줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",오 paths 잡혀있네 다행이다. 그럼 컴포넌트 임포트도 alias로 통일하게 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
오 생각보다 <<IDENT>> 보통 진입점이 <<IDENT>> 아니야? 그거 한번 열어보자,3,3,list_directory,3,1.0,0,"{""list_directory"": 3}",오 생각보다 단출하네cmd/root.go 보통 진입점이 cmd/root.go 아니야? 그거 한번 열어보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
오케 이거 베이스로 스테이징 host 만 다른 매니페스트 새로 하나 떠줘,3,3,write_file,3,1.0,0,"{""write_file"": 3}",오케 이거 베이스로 스테이징 host 만 다른 매니페스트 새로 하나 떠줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
오케이 그럼 일단 <<IDENT>> 안에서 함수 이름부터 fetchUserProfile로 바꿔줘요,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",오케이 그럼 일단 ci.yml 안에서 함수 이름부터 fetchUserProfile로 바꿔줘요,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 CLI에 새 서브커맨드 하나 추가하는 작업 맡았는데 어디부터 손대야 할지 막막하다. 단계부터 좀 짜줄래?,3,3,plan_task,3,1.0,0,"{""plan_task"": 3}",이 CLI에 새 서브커맨드 하나 추가하는 작업 맡았는데 어디부터 손대야 할지 막막하다. 단계부터 좀 짜줄래?,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 프로젝트 출력 포맷 좀 손보고 싶은데 어디서부터 봐야되냐,3,3,grep_search,3,1.0,0,"{""grep_search"": 3}",이 프로젝트 출력 포맷 좀 손보고 싶은데 어디서부터 봐야되냐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이거 O(n^<NUM>) 풀스캔이네. 근데 무작정 손대기 전에 어떻게 줄일지 단계 좀 짜줘,3,3,plan_task,3,1.0,0,"{""plan_task"": 3}",이거 O(n^2) 풀스캔이네. 근데 무작정 손대기 전에 어떻게 줄일지 단계 좀 짜줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 dbt run으로 다시 말아보자,3,3,run_tests,3,1.0,0,"{""run_tests"": 3}",이제 dbt run으로 다시 말아보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
"이제 다시 전체 돌려봐요, 이번엔 초록불 떴으면",3,3,run_tests,3,1.0,0,"{""run_tests"": 3}","이제 다시 전체 돌려봐요, 이번엔 초록불 떴으면",0,0,0,0,0,0.7387722812652203,0.0,False,False
인덱스 페이지랑 <IDENT> 가상 스크롤 적용되게 한꺼번에 반영해,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",인덱스 페이지랑 UserCard 가상 스크롤 적용되게 한꺼번에 반영해,0,0,0,0,0,0.7387722812652203,0.0,False,False
인덱스 페이지에서 카드 쓰는 부분도 prop 넘기게 살짝 고쳐,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",인덱스 페이지에서 카드 쓰는 부분도 prop 넘기게 살짝 고쳐,0,0,0,0,0,0.7387722812652203,0.0,False,False
정리했으니 테스트 한번 다 돌려보자. 혹시 import 꼬였을까 무서워서,3,3,run_bash,3,1.0,0,"{""run_bash"": 3}",정리했으니 테스트 한번 다 돌려보자. 혹시 import 꼬였을까 무서워서,0,0,0,0,0,0.7387722812652203,0.0,False,False
좋아 blueprint로 가는 방향이 맞겠다. 그럼 register_routes를 기준으로 어떻게 쪼갤지 단계별로 짜줘요,3,3,ask_user,3,1.0,0,"{""ask_user"": 3}",좋아 blueprint로 가는 방향이 맞겠다. 그럼 register_routes를 기준으로 어떻게 쪼갤지 단계별로 짜줘요,0,0,0,0,0,0.7387722812652203,0.0,False,False
주문 상태 바뀔 때 웹훅 쏘는 기능 넣을 거야. 일단 <IDENT> 어디 정의됐는지부터,3,3,grep_search,3,1.0,0,"{""grep_search"": 3}",주문 상태 바뀔 때 웹훅 쏘는 기능 넣을 거야. 일단 OrderViewSet 어디 정의됐는지부터,0,0,0,0,0,0.7387722812652203,0.0,False,False
카드 쪽에서 그 값으로 img 렌더하게 해줘. 없으면 이니셜 폴백,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",카드 쪽에서 그 값으로 img 렌더하게 해줘. 없으면 이니셜 폴백,0,0,0,0,0,0.7387722812652203,0.0,False,False
캐시 경로 헬퍼는 새 파일로 분리하는 게 깔끔할 듯. <<IDENT>> 새로 만들어줘,3,3,write_file,3,1.0,0,"{""write_file"": 3}",캐시 경로 헬퍼는 새 파일로 분리하는 게 깔끔할 듯. android/app/build.gradle 새로 만들어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
테스트 돌려봐,3,3,run_tests,3,1.0,0,"{""run_tests"": 3}",테스트 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
테스트에서 로그인 셋업이 빠졌네. setUp에 force_login 추가해줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",테스트에서 로그인 셋업이 빠졌네. setUp에 force_login 추가해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
하나 줄긴 했는데 아직 하나 남았다 ㅠ 어떤 케이스에서 깨지는지 스펙 다시 보여줘,3,3,read_file,3,1.0,0,"{""read_file"": 3}",하나 줄긴 했는데 아직 하나 남았다 ㅠ 어떤 케이스에서 깨지는지 스펙 다시 보여줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
한 스테이지에서 다 하네. 빌드 단계 분리해서 jre 슬림 이미지에 jar만 복사하는 식으로 바꿔줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",한 스테이지에서 다 하네. 빌드 단계 분리해서 jre 슬림 이미지에 jar만 복사하는 식으로 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
헤더에 햄버거 토글이랑 모바일 메뉴 마크업 추가해줘,3,3,edit_file,3,1.0,0,"{""edit_file"": 3}",헤더에 햄버거 토글이랑 모바일 메뉴 마크업 추가해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
deleteUser가 service.deactivate를 부르네? 이름이 좀 수상한데. deactivate 내부 보자,2,2,read_file,2,1.0,2,"{""read_file"": 2}",deleteUser가 service.deactivate를 부르네? 이름이 좀 수상한데. deactivate 내부 보자,2,0,0,0,0,0.7387722812652203,0.0,False,False
disabled prop 줬을 때 동작이랑 충돌나나보다. 락이랑 disabled 같이 고려하게 다시 손봐줘,2,2,edit_file,2,1.0,2,"{""edit_file"": 2}",disabled prop 줬을 때 동작이랑 충돌나나보다. 락이랑 disabled 같이 고려하게 다시 손봐줘,2,0,0,0,0,0.7387722812652203,0.0,False,False
fix both of those in one pass,2,2,edit_file,2,1.0,2,"{""edit_file"": 2}",fix both of those in one pass,2,0,0,0,0,0.7387722812652203,0.0,False,False
kick off a short run and see if it stays finite,2,2,run_bash,2,1.0,2,"{""run_bash"": 2}",kick off a short run and see if it stays finite,1,0,0,0,0,0.7387722812652203,0.0,False,False
lr_schedule 밑에 learning_rate 들여쓰기가 한 칸 어긋나 있네. 그것만 맞게 고쳐줘,2,2,edit_file,2,1.0,2,"{""edit_file"": 2}",lr_schedule 밑에 learning_rate 들여쓰기가 한 칸 어긋나 있네. 그것만 맞게 고쳐줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
타입 안 깨졌나 헤더쪽 한번 봐줄래?,2,2,run_tests,2,1.0,2,"{""run_tests"": 2}",타입 안 깨졌나 헤더쪽 한번 봐줄래?,2,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> sometimes duplicates this resolution. does it?,2,2,grep_search,2,1.0,1,"{""grep_search"": 2}",app/layout.tsx sometimes duplicates this resolution. does it?,1,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT>: <IDENT> 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘,2,2,ask_user,2,1.0,1,"{""ask_user"": 2}",TypeError: NoneType 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
Dockerfile에 redis 관련 뭐가 있나 한번 훑어봐 줄래요?,2,2,glob_pattern,2,1.0,1,"{""glob_pattern"": 2}",Dockerfile에 redis 관련 뭐가 있나 한번 훑어봐 줄래요?,1,0,0,0,0,0.7387722812652203,0.0,False,False
actually that overwrote too much. let me read what's there now,2,2,grep_search,2,1.0,1,"{""grep_search"": 2}",actually that overwrote too much. let me read what's there now,1,0,0,0,0,0.7387722812652203,0.0,False,False
"add pytweening to it, pin a recent version",2,2,edit_file,2,1.0,1,"{""edit_file"": 2}","add pytweening to it, pin a recent version",1,0,0,0,0,0.7387722812652203,0.0,False,False
"alright, implement the argfile expansion in the tokenizer",2,2,apply_patch,2,1.0,1,"{""apply_patch"": 2}","alright, implement the argfile expansion in the tokenizer",0,0,0,0,0,0.7387722812652203,0.0,False,False
also document the new port in the readme under the networking section,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",also document the new port in the readme under the networking section,1,0,0,0,0,0.7387722812652203,0.0,False,False
and the db layer it lands on,2,2,grep_search,2,1.0,1,"{""grep_search"": 2}",and the db layer it lands on,1,0,0,0,0,0.7387722812652203,0.0,False,False
cert-manager annotation 이미 다른 데서 쓴 적 있나? 레포에 cert-manager 들어간 데 있으면 패턴 좀 보게 찾아줘,2,2,read_file,2,1.0,1,"{""read_file"": 2}",cert-manager annotation 이미 다른 데서 쓴 적 있나? 레포에 cert-manager 들어간 데 있으면 패턴 좀 보게 찾아줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
"colorize에서 만든 <IDENT> 상수가 안 쓰이는 게 있을 거 같은데, go vet으로 한번 훑어줘요.",2,2,run_bash,2,1.0,1,"{""run_bash"": 2}","colorize에서 만든 ANSI 상수가 안 쓰이는 게 있을 거 같은데, go vet으로 한번 훑어줘요.",1,0,0,0,0,0.7387722812652203,0.0,False,False
dependencies에 spring-boot-starter-validation 추가해줘,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",dependencies에 spring-boot-starter-validation 추가해줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
does that break the button styling? they share that path context,2,2,glob_pattern,2,1.0,1,"{""glob_pattern"": 2}",does that break the button styling? they share that path context,1,0,0,0,0,0.7387722812652203,0.0,False,False
execute 안에서 뭐 호출하는지 대충 <<IDENT>> dag 한번 돌려봐 깨지나,2,2,run_tests,2,1.0,1,"{""run_tests"": 2}",execute 안에서 뭐 호출하는지 대충 알겠다app.py dag 한번 돌려봐 깨지나,1,0,0,0,0,0.7387722812652203,0.0,False,False
"huh only declared, never read. show me the cli file",2,2,grep_search,2,1.0,1,"{""grep_search"": 2}","huh only declared, never read. show me the cli file",0,0,0,0,0,0.7387722812652203,0.0,False,False
"i moved some types around in <<IDENT>> earlier, paranoid now",2,2,read_file,2,1.0,1,"{""read_file"": 2}","i moved some types around in train.py earlier, paranoid now",1,0,0,0,0,0.7387722812652203,0.0,False,False
import 안 쓰는거 두 개라네. 그거 지워줘,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",import 안 쓰는거 두 개라네. 그거 지워줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
is this failure mine or a known fastapi thing? the <IDENT> is raising on startup events in <NUM>. look up whether lifespan replaced on_event,2,2,ask_user,2,1.0,1,"{""ask_user"": 2}",is this failure mine or a known fastapi thing? the TestClient is raising on startup events in 0.110. look up whether lifespan replaced on_event,1,0,0,0,0,0.7387722812652203,0.0,False,False
lint the file too while we're at it,2,2,run_bash,2,1.0,1,"{""run_bash"": 2}",lint the file too while we're at it,1,0,0,0,0,0.7387722812652203,0.0,False,False
loading prop 받아서 true면 disabled 되고 스피너 보이게 해줘,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",loading prop 받아서 true면 disabled 되고 스피너 보이게 해줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
npm run build 왜 깨지냐 ㅠ,2,2,run_bash,2,1.0,1,"{""run_bash"": 2}",npm run build 왜 깨지냐 ㅠ,0,0,0,0,0,0.7387722812652203,0.0,False,False
ok 패턴 알겠다. <<IDENT>> 새로 하나 깔아줘 <<IDENT>> 골격으로,2,2,write_file,2,1.0,1,"{""write_file"": 2}",ok 패턴 알겠다. src/routes/users.py 새로 하나 깔아줘 get/set 골격으로,0,0,0,0,0,0.7387722812652203,0.0,False,False
parallelism 올린 거 반영돼서 dag 스케줄러가 멀쩡히 뜨나 users dag 직접 한번 태워봐,2,2,run_bash,2,1.0,1,"{""run_bash"": 2}",parallelism 올린 거 반영돼서 dag 스케줄러가 멀쩡히 뜨나 users dag 직접 한번 태워봐,1,0,0,0,0,0.7387722812652203,0.0,False,False
readiness probe path looks off — where else do we hardcode /healthz across the manifests?,2,2,grep_search,2,1.0,1,"{""grep_search"": 2}",readiness probe path looks off — where else do we hardcode /healthz across the manifests?,1,0,0,0,0,0.7387722812652203,0.0,False,False
"run the whole suite, this touched a lot",2,2,run_tests,2,1.0,1,"{""run_tests"": 2}","run the whole suite, this touched a lot",1,0,0,0,0,0.7387722812652203,0.0,False,False
scripts에 test:e2e 한 줄 추가해줘,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",scripts에 test:e2e 한 줄 추가해줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
seeds set in <<IDENT>> and <<IDENT>> but not for the cuda backend. is setting torch.manual_seed enough or do i need the cudnn deterministic flags too?,2,2,plan_task,2,1.0,1,"{""plan_task"": 2}",seeds set in train.py and settings.py but not for the cuda backend. is setting torch.manual_seed enough or do i need the cudnn deterministic flags too?,1,0,0,0,0,0.7387722812652203,0.0,False,False
setupLogger를 별도 파일로 빼고 싶다. <<IDENT>> 밑에 새로 하나 만들자,2,2,write_file,2,1.0,1,"{""write_file"": 2}",setupLogger를 별도 파일로 빼고 싶다. pkg/workflows 밑에 새로 하나 만들자,1,0,0,0,0,0.7387722812652203,0.0,False,False
transitive라 직접 못 올리는 것도 있겠네. resolutions로 강제 핀하면 되나 확인 좀 해줘,2,2,ask_user,2,1.0,1,"{""ask_user"": 2}",transitive라 직접 못 올리는 것도 있겠네. resolutions로 강제 핀하면 되나 확인 좀 해줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
update the yaml keys to <<IDENT>> here,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",update the yaml keys to loc/scale here,1,0,0,0,0,0.7387722812652203,0.0,False,False
